id,name,popularity,artists,release_date,duration,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
55XwQUPN08JYyxvULNPUk7,Jesus Be a Fence Around Me (Live),41,"['Fred Hammond', 'Radical For Christ']",2000-04-18,450920,0.105,0.57,0.915,0.0,1.0,0.375,-3.598,1.0,0.297,129.359,4.0,0.516
3dvQbFeCI39FkDh7JjJKyr,"Nocturne No. 12 In G Major, H. 58d: Nocturne No. 12 In G Major",50,"['Benjamin Frith', 'John Field']",2000-06-03,147973,0.993,0.336,0.013,0.816,7.0,0.104,-31.696,1.0,0.0424,125.191,4.0,0.129
20rmtxljOGVz4T3nSrtAV1,Elysium,55,"['Klaus Badelt', 'Lisa Gerrard', 'Gavin Greenaway', 'The Lyndhurst Orchestra']",2000-04-25,161493,0.732,0.156,0.0715,0.892,9.0,0.139,-25.107,1.0,0.0431,81.138,5.0,0.0374
7eyg9vKKkGpOsqWWgII1kz,Zoom,43,"['Lunarrr', 'Maitchhh']",2000-06-09,219880,0.275,0.68,0.371,1.33e-05,2.0,0.0981,-12.872,1.0,0.0853,144.991,4.0,0.0778
0UmIdWRGDL5gkXnqG9ZozM,Bonnie & Shyne (feat. Barrington Levy),43,"['Shyne', 'Barrington Levy']",2000,257466,0.0363,0.855,0.874,0.0216,10.0,0.0869,-4.018,0.0,0.21,89.449,4.0,0.861
7DSsaRZxLCOGvebOJGxaAw,"Plumskinnz (Loose Hoe, God & Cupid)",46,"['KMD', 'MF DOOM']",2000-05-15,103573,0.00229,0.653,0.633,0.397,8.0,0.361,-8.674,0.0,0.0623,97.078,4.0,0.951
4aWxp4mBOnWIUDlXb4ngaV,Is That Your Chick (The Lost Verses),43,"['Memphis Bleek', 'JAY-Z', 'Missy Elliott', 'Twista']",2000-01-01,294040,0.263,0.841,0.835,0.0,8.0,0.108,-6.191,0.0,0.308,133.024,4.0,0.702
4DIJFsSkAbBNoxxFB8G4Fo,2 Joints,41,"['South Park Mexican', 'Dum Dum', 'Happy P', 'Low G', 'Diamond', 'Grimm', 'Baby Beesh', 'Lil Bing']",2000-08-15,284093,0.00326,0.555,0.635,0.0,10.0,0.0904,-7.692,0.0,0.325,80.743,4.0,0.393
7q3GsLvBEzkef7Nm8gNwxP,"24 Preludes, Op. 11: No. 15 in D-Flat Major",49,"['Alexander Scriabin', 'Evgeny Zarafiants']",2000-02-09,117493,0.993,0.348,0.00441,0.929,1.0,0.117,-45.006,1.0,0.0565,68.775,3.0,0.168
3vm7NBtMNULBDQ8yAwVoWC,WW III,45,"['Ruff Ryders', 'Snoop Dogg', 'Scarface', 'Jadakiss', 'Yung Wun']",2000-01-01,315266,0.0332,0.555,0.632,0.0,1.0,0.358,-6.99,1.0,0.583,178.18,4.0,0.407
7si7S7r2BQUfJIMhN2lJDO,"3 Pieces, Op. 2: Prelude in B Major, Op. 2, No. 2",49,"['Alexander Scriabin', 'Evgeny Zarafiants']",2000-02-09,59093,0.994,0.31,0.00555,0.964,11.0,0.0984,-41.15,1.0,0.0514,130.591,1.0,0.181
5cN4KyXGUdNOve1TEPWmhL,Humble Mumble (feat. Erykah Badu),45,"['Outkast', 'Erykah Badu']",2000-10-31,290666,0.0363,0.799,0.923,1.28e-05,10.0,0.41,-6.108,0.0,0.116,109.959,4.0,0.778
5O3XZbXoPs3KD87OH3sO31,Down to the Sea,45,"['Jodi Benson', 'Samuel E. Wright', 'Rob Paulsen', 'Clancy Brown', 'Kay E Kuter']",2000-01-01,212146,0.727,0.387,0.44,0.0,5.0,0.138,-10.937,1.0,0.0872,96.062,4.0,0.582
4ujcIjkkOC0Ndz6eKEqa14,God of Wonders,42,"['Mac Powell', 'Cliff Young', 'Danielle Young']",2000,308666,0.113,0.34,0.612,1.97e-05,10.0,0.099,-6.71,1.0,0.0294,80.147,4.0,0.376
